PS C:\Users\Buddy\magic_beans_project\magic_beans_new> docker compose -f docker-compose.local.yml logs -f django
magicbeans_local_django  | wait-for-it: waiting 30 seconds for postgres:5432
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 999, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/asgi.py", line 26, in <module>
magicbeans_local_django  |     django_application = get_asgi_application()
magicbeans_local_django  |                          ^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/core/asgi.py", line 12, in get_asgi_application
magicbeans_local_django  |     django.setup(set_prefix=False)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/__init__.py", line 19, in setup
magicbeans_local_django  |     configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 81, in __getattr__
magicbeans_local_django  |     self._setup(name)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 68, in _setup
magicbeans_local_django  |     self._wrapped = Settings(settings_module)
magicbeans_local_django  |                     ^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 166, in __init__
magicbeans_local_django  |     mod = importlib.import_module(self.SETTINGS_MODULE)
magicbeans_local_django  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 995, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1133, in get_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1063, in source_to_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/settings/local.py", line 40
magicbeans_local_django  |     'catalog',
magicbeans_local_django  | IndentationError: unexpected indent
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local.py'. Reloading...
magicbeans_local_django  | INFO:     Started server process [424]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'catalog/__init__.py', 'catalog/apps.py', 'catalog/migrations/__init__.py', 'catalog/admin.py'. Reloading...
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [424]
magicbeans_local_django  | INFO:     Started server process [438]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'catalog/apps.py', 'catalog/__init__.py', 'catalog/migrations/__init__.py', 'catalog/admin.py'. Reloading...
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [438]
magicbeans_local_django  | INFO:     Started server process [440]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/base.py'. Reloading...
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [440]
magicbeans_local_django  | INFO:     Started server process [460]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'catalog/migrations/0001_initial.py'. Reloading...
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [460]
magicbeans_local_django  | INFO:     Started server process [468]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | INFO:     172.18.0.1:52476 - "GET /admin/ HTTP/1.1" 200 OK
magicbeans_local_django  | INFO:     172.18.0.1:52476 - "GET /static/admin/css/base.css HTTP/1.1" 304 Not Modified
magicbeans_local_django  | /usr/local/lib/python3.12/site-packages/django/http/response.py:517: Warning: StreamingHttpResponse must consume synchronous iterators in order to serve them asynchronously. Use an asynchronous iterator instead.
magicbeans_local_django  |   warnings.warn(
magicbeans_local_django  | INFO:     172.18.0.1:52476 - "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52490 - "GET /static/admin/css/dashboard.css HTTP/1.1" 200 OK
magicbeans_local_django  | INFO:     172.18.0.1:52504 - "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52524 - "GET /static/admin/js/theme.js HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52510 - "GET /static/admin/css/responsive.css HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52514 - "GET /static/debug_toolbar/css/toolbar.css HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52504 - "GET /static/debug_toolbar/js/toolbar.js HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52510 - "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52504 - "GET /static/debug_toolbar/css/print.css HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52514 - "GET /static/debug_toolbar/js/utils.js HTTP/1.1" 304 Not Modified
magicbeans_local_django  | INFO:     172.18.0.1:52514 - "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 OK
magicbeans_local_django  | INFO:     172.18.0.1:52510 - "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 OK
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'catalog/admin (9).py'. Reloading...
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [468]
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'catalog/admin.py'. Reloading...
magicbeans_local_django  | INFO:     Started server process [490]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | INFO:     Started server process [492]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'catalog/admin (9).py', 'catalog/admin.py'. Reloading...
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [492]
magicbeans_local_django  | INFO:     Started server process [494]
magicbeans_local_django  | INFO:     Waiting for application startup.
magicbeans_local_django  | INFO:     ASGI 'lifespan' protocol appears unsupported.
magicbeans_local_django  | INFO:     Application startup complete.
magicbeans_local_django  | INFO:     Shutting down
magicbeans_local_django  | INFO:     Finished server process [494]
magicbeans_local_django  | INFO:     Stopping reloader process [1]
magicbeans_local_django  | wait-for-it: waiting 30 seconds for postgres:5432
magicbeans_local_django  | wait-for-it: postgres:5432 is available after 0 seconds
magicbeans_local_django  | PostgreSQL is available
magicbeans_local_django  | SystemCheckError: System check identified some issues:
magicbeans_local_django  |
magicbeans_local_django  | ERRORS:
magicbeans_local_django  | <class 'catalog.admin.ProducerAdmin'>: (admin.E108) The value of 'list_display[1]' refers to 'is_visible', which is not a callable or attribute of 'ProducerAdmin', or an attribute, method, or field on 'catalog.Producer'.
magicbeans_local_django  | <class 'catalog.admin.ProductAdmin'>: (admin.E108) The value of 'list_display[3]' refers to 'is_visible', which is not a callable or attribute of 'ProductAdmin', or an attribute, method, or field on 'catalog.Product'.
magicbeans_local_django  | <class 'catalog.admin.ProductAdmin'>: (admin.E116) The value of 'list_filter[2]' refers to 'is_visible', which does not refer to a Field.
